filename,count,bit
out-0.0000005-0.2--087.1,12583122,1
out-0.0000005-0.2--087.2,12582662,0
out-0.0000005-0.2--087.2,12583122,1
out-0.0000005-0.2--087.3,12582655,0
out-0.0000005-0.2--087.3,12583129,1
out-0.0000005-0.2--087.4,12582654,0
out-0.0000005-0.2--087.4,12583130,1
out-0.0000005-0.2--087.5,12582650,0
out-0.0000005-0.2--087.5,12583134,1
out-0.0000005-0.2--087.6,12582651,0
out-0.0000005-0.2--087.6,12583133,1
out-0.0000005-0.2--087.7,12582653,0
out-0.0000005-0.2--087.7,12583131,1
out-0.0000005-0.2--087.8,12582648,0
out-0.0000005-0.2--087.8,12583136,1
out-0.0000005-0.2--087.9,12582646,0
out-0.0000005-0.2--087.9,12583138,1
out-0.0000005-0.2--088.0,12582647,0
out-0.0000005-0.2--088.0,12583137,1
out-0.0000005-0.2--088.1,12582655,0
out-0.0000005-0.2--088.1,12583129,1
out-0.0000005-0.2--088.2,12582656,0
out-0.0000005-0.2--088.2,12583128,1
out-0.0000005-0.2--088.3,12582663,0
out-0.0000005-0.2--088.3,12583121,1
out-0.0000005-0.2--088.4,12582663,0
out-0.0000005-0.2--088.4,12583121,1
out-0.0000005-0.2--088.5,12582668,0
out-0.0000005-0.2--088.5,12583116,1
out-0.0000005-0.2--088.6,12582668,0
out-0.0000005-0.2--088.6,12583116,1
out-0.0000005-0.2--088.7,12582668,0
out-0.0000005-0.2--088.7,12583116,1
out-0.0000005-0.2--088.8,12582675,0
out-0.0000005-0.2--088.8,12583109,1
out-0.0000005-0.2--088.9,12582678,0
out-0.0000005-0.2--088.9,12583106,1
out-0.0000005-0.2--089.0,12582679,0
out-0.0000005-0.2--089.0,12583105,1
out-0.0000005-0.2--089.1,12582676,0
out-0.0000005-0.2--089.1,12583108,1
out-0.0000005-0.2--089.2,12582676,0
out-0.0000005-0.2--089.2,12583108,1
out-0.0000005-0.2--089.3,12582677,0
out-0.0000005-0.2--089.3,12583107,1
out-0.0000005-0.2--089.4,12582677,0
out-0.0000005-0.2--089.4,12583107,1
out-0.0000005-0.2--089.5,12582676,0
out-0.0000005-0.2--089.5,12583108,1
out-0.0000005-0.2--089.6,12582677,0
out-0.0000005-0.2--089.6,12583107,1
out-0.0000005-0.2--089.7,12582678,0
out-0.0000005-0.2--089.7,12583106,1
out-0.0000005-0.2--089.8,12582678,0
out-0.0000005-0.2--089.8,12583106,1
out-0.0000005-0.2--089.9,12582680,0
out-0.0000005-0.2--089.9,12583104,1
out-0.0000005-0.2--090.0,12582674,0
out-0.0000005-0.2--090.0,12583110,1
out-0.0000005-0.2--090.1,12582675,0
out-0.0000005-0.2--090.1,12583109,1
out-0.0000005-0.2--090.2,12582675,0
out-0.0000005-0.2--090.2,12583109,1
out-0.0000005-0.2--090.3,12582676,0
out-0.0000005-0.2--090.3,12583108,1
out-0.0000005-0.2--090.4,12582676,0
out-0.0000005-0.2--090.4,12583108,1
out-0.0000005-0.2--090.5,12582678,0
out-0.0000005-0.2--090.5,12583106,1
out-0.0000005-0.2--090.6,12582680,0
out-0.0000005-0.2--090.6,12583104,1
out-0.0000005-0.2--090.7,12582682,0
out-0.0000005-0.2--090.7,12583102,1
out-0.0000005-0.2--090.8,12582682,0
out-0.0000005-0.2--090.8,12583102,1
out-0.0000005-0.2--090.9,12582682,0
out-0.0000005-0.2--090.9,12583102,1
out-0.0000005-0.2--091.0,12582680,0
out-0.0000005-0.2--091.0,12583104,1
out-0.0000005-0.2--091.1,12582681,0
out-0.0000005-0.2--091.1,12583103,1
out-0.0000005-0.2--091.2,12582682,0
out-0.0000005-0.2--091.2,12583102,1
out-0.0000005-0.2--091.3,12582684,0
out-0.0000005-0.2--091.3,12583100,1
out-0.0000005-0.2--091.4,12582689,0
out-0.0000005-0.2--091.4,12583095,1
out-0.0000005-0.2--091.5,12582688,0
out-0.0000005-0.2--091.5,12583096,1
out-0.0000005-0.2--091.6,12582686,0
out-0.0000005-0.2--091.6,12583098,1
out-0.0000005-0.2--091.7,12582685,0
out-0.0000005-0.2--091.7,12583099,1
out-0.0000005-0.2--091.8,12582685,0
out-0.0000005-0.2--091.8,12583099,1
out-0.0000005-0.2--091.9,12582685,0
out-0.0000005-0.2--091.9,12583099,1
out-0.0000005-0.2--092.0,12582685,0
out-0.0000005-0.2--092.0,12583099,1
out-0.0000005-0.2--092.1,12582687,0
out-0.0000005-0.2--092.1,12583097,1
out-0.0000005-0.2--092.2,12582687,0
out-0.0000005-0.2--092.2,12583097,1
out-0.0000005-0.2--092.3,12582688,0
out-0.0000005-0.2--092.3,12583096,1
out-0.0000005-0.2--092.4,12582688,0
out-0.0000005-0.2--092.4,12583096,1
out-0.0000005-0.2--092.5,12582688,0
out-0.0000005-0.2--092.5,12583096,1
out-0.0000005-0.2--092.6,12582691,0
out-0.0000005-0.2--092.6,12583093,1
out-0.0000005-0.2--092.7,12582691,0
out-0.0000005-0.2--092.7,12583093,1
out-0.0000005-0.2--092.8,12582691,0
out-0.0000005-0.2--092.8,12583093,1
out-0.0000005-0.2--092.9,12582695,0
out-0.0000005-0.2--092.9,12583089,1
out-0.0000005-0.2--093.0,12582696,0
out-0.0000005-0.2--093.0,12583088,1
out-0.0000005-0.2--093.1,12582698,0
out-0.0000005-0.2--093.1,12583086,1
out-0.0000005-0.2--093.2,12582698,0
out-0.0000005-0.2--093.2,12583086,1
out-0.0000005-0.2--093.3,12582698,0
out-0.0000005-0.2--093.3,12583086,1
out-0.0000005-0.2--093.4,12582696,0
out-0.0000005-0.2--093.4,12583088,1
out-0.0000005-0.2--093.5,12582698,0
out-0.0000005-0.2--093.5,12583086,1
out-0.0000005-0.2--093.6,12582698,0
out-0.0000005-0.2--093.6,12583086,1
out-0.0000005-0.2--093.7,12582698,0
out-0.0000005-0.2--093.7,12583086,1
out-0.0000005-0.2--093.8,12582702,0
out-0.0000005-0.2--093.8,12583082,1
out-0.0000005-0.2--093.9,12582702,0
out-0.0000005-0.2--093.9,12583082,1
out-0.0000005-0.2--094.0,12582702,0
out-0.0000005-0.2--094.0,12583082,1
out-0.0000005-0.2--094.1,12582700,0
out-0.0000005-0.2--094.1,12583084,1
out-0.0000005-0.2--094.2,12582698,0
out-0.0000005-0.2--094.2,12583086,1
out-0.0000005-0.2--094.3,12582700,0
out-0.0000005-0.2--094.3,12583084,1
out-0.0000005-0.2--094.4,12582701,0
out-0.0000005-0.2--094.4,12583083,1
out-0.0000005-0.2--094.5,12582703,0
out-0.0000005-0.2--094.5,12583081,1
out-0.0000005-0.2--094.6,12582706,0
out-0.0000005-0.2--094.6,12583078,1
out-0.0000005-0.2--094.7,12582704,0
out-0.0000005-0.2--094.7,12583080,1
out-0.0000005-0.2--094.8,12582702,0
out-0.0000005-0.2--094.8,12583082,1
out-0.0000005-0.2--094.9,12582704,0
out-0.0000005-0.2--094.9,12583080,1
out-0.0000005-0.2--095.0,12582702,0
out-0.0000005-0.2--095.0,12583082,1
out-0.0000005-0.2--095.1,12582702,0
out-0.0000005-0.2--095.1,12583082,1
out-0.0000005-0.2--095.2,12582702,0
out-0.0000005-0.2--095.2,12583082,1
out-0.0000005-0.2--095.3,12582702,0
out-0.0000005-0.2--095.3,12583082,1
out-0.0000005-0.2--095.4,12582704,0
out-0.0000005-0.2--095.4,12583080,1
out-0.0000005-0.2--095.5,12582704,0
out-0.0000005-0.2--095.5,12583080,1
out-0.0000005-0.2--095.6,12582704,0
out-0.0000005-0.2--095.6,12583080,1
out-0.0000005-0.2--095.7,12582704,0
out-0.0000005-0.2--095.7,12583080,1
out-0.0000005-0.2--095.8,12582704,0
out-0.0000005-0.2--095.8,12583080,1
out-0.0000005-0.2--095.9,12582704,0
out-0.0000005-0.2--095.9,12583080,1
out-0.0000005-0.2--096.0,12582705,0
out-0.0000005-0.2--096.0,12583079,1
out-0.0000005-0.2--096.1,12582705,0
out-0.0000005-0.2--096.1,12583079,1
out-0.0000005-0.2--096.2,12582704,0
out-0.0000005-0.2--096.2,12583080,1
out-0.0000005-0.2--096.3,12582704,0
out-0.0000005-0.2--096.3,12583080,1
out-0.0000005-0.2--096.4,12582704,0
out-0.0000005-0.2--096.4,12583080,1
out-0.0000005-0.2--096.5,12582704,0
out-0.0000005-0.2--096.5,12583080,1
out-0.0000005-0.2--096.6,12582701,0
out-0.0000005-0.2--096.6,12583083,1
out-0.0000005-0.2--096.7,12582701,0
out-0.0000005-0.2--096.7,12583083,1
out-0.0000005-0.2--096.8,12582700,0
out-0.0000005-0.2--096.8,12583084,1
out-0.0000005-0.2--096.9,12582701,0
out-0.0000005-0.2--096.9,12583083,1
out-0.0000005-0.2--097.0,12582702,0
out-0.0000005-0.2--097.0,12583082,1
out-0.0000005-0.2--097.1,12582700,0
out-0.0000005-0.2--097.1,12583084,1
out-0.0000005-0.2--097.2,12582705,0
out-0.0000005-0.2--097.2,12583079,1
out-0.0000005-0.2--097.3,12582703,0
out-0.0000005-0.2--097.3,12583081,1
out-0.0000005-0.2--097.4,12582704,0
out-0.0000005-0.2--097.4,12583080,1
out-0.0000005-0.2--097.5,12582704,0
out-0.0000005-0.2--097.5,12583080,1
out-0.0000005-0.2--097.6,12582704,0
out-0.0000005-0.2--097.6,12583080,1
out-0.0000005-0.2--097.7,12582705,0
out-0.0000005-0.2--097.7,12583079,1
out-0.0000005-0.2--097.8,12582705,0
out-0.0000005-0.2--097.8,12583079,1
out-0.0000005-0.2--097.9,12582704,0
out-0.0000005-0.2--097.9,12583080,1
out-0.0000005-0.2--098.0,12582703,0
out-0.0000005-0.2--098.0,12583081,1
out-0.0000005-0.2--098.1,12582706,0
out-0.0000005-0.2--098.1,12583078,1
out-0.0000005-0.2--098.2,12582706,0
out-0.0000005-0.2--098.2,12583078,1
out-0.0000005-0.2--098.3,12582706,0
out-0.0000005-0.2--098.3,12583078,1
out-0.0000005-0.2--098.4,12582705,0
out-0.0000005-0.2--098.4,12583079,1
out-0.0000005-0.2--098.5,12582706,0
out-0.0000005-0.2--098.5,12583078,1
out-0.0000005-0.2--098.6,12582706,0
out-0.0000005-0.2--098.6,12583078,1
out-0.0000005-0.2--098.7,12582706,0
out-0.0000005-0.2--098.7,12583078,1
out-0.0000005-0.2--098.8,12582706,0
out-0.0000005-0.2--098.8,12583078,1
out-0.0000005-0.2--098.9,12582706,0
out-0.0000005-0.2--098.9,12583078,1
out-0.0000005-0.2--099.0,12582706,0
out-0.0000005-0.2--099.0,12583078,1
out-0.0000005-0.2--099.1,12582706,0
out-0.0000005-0.2--099.1,12583078,1
out-0.0000005-0.2--099.2,12582708,0
out-0.0000005-0.2--099.2,12583076,1
out-0.0000005-0.2--099.3,12582709,0
out-0.0000005-0.2--099.3,12583075,1
out-0.0000005-0.2--099.4,12582707,0
out-0.0000005-0.2--099.4,12583077,1
out-0.0000005-0.2--099.5,12582708,0
out-0.0000005-0.2--099.5,12583076,1
out-0.0000005-0.2--099.6,12582709,0
out-0.0000005-0.2--099.6,12583075,1
out-0.0000005-0.2--099.7,12582709,0
out-0.0000005-0.2--099.7,12583075,1
out-0.0000005-0.2--099.8,12582709,0
out-0.0000005-0.2--099.8,12583075,1
out-0.0000005-0.2--099.9,12582709,0
out-0.0000005-0.2--099.9,12583075,1
out-0.0000005-0.2--100.0,12582709,0
out-0.0000005-0.2--100.0,12583075,1
out-0.000001-0.1--000.1,35,0
out-0.000001-0.1--000.1,25165749,1
out-0.000001-0.1--000.2,32,0
out-0.000001-0.1--000.2,25165752,1
out-0.000001-0.1--000.3,32,0
out-0.000001-0.1--000.3,25165752,1
out-0.000001-0.1--000.4,32,0
out-0.000001-0.1--000.4,25165752,1
out-0.000001-0.1--000.5,32,0
out-0.000001-0.1--000.5,25165752,1
out-0.000001-0.1--000.6,32,0
out-0.000001-0.1--000.6,25165752,1
out-0.000001-0.1--000.7,32,0
out-0.000001-0.1--000.7,25165752,1
out-0.000001-0.1--000.8,32,0
out-0.000001-0.1--000.8,25165752,1
out-0.000001-0.1--000.9,32,0
out-0.000001-0.1--000.9,25165752,1
out-0.000001-0.1--001.0,32,0
out-0.000001-0.1--001.0,25165752,1
out-0.000001-0.1--001.1,32,0
out-0.000001-0.1--001.1,25165752,1
out-0.000001-0.1--001.2,32,0
out-0.000001-0.1--001.2,25165752,1
out-0.000001-0.1--001.3,32,0
out-0.000001-0.1--001.3,25165752,1
out-0.000001-0.1--001.4,32,0
out-0.000001-0.1--001.4,25165752,1
out-0.000001-0.1--001.5,32,0
out-0.000001-0.1--001.5,25165752,1
out-0.000001-0.1--001.6,32,0
out-0.000001-0.1--001.6,25165752,1
out-0.000001-0.1--001.7,32,0
out-0.000001-0.1--001.7,25165752,1
out-0.000001-0.1--001.8,32,0
out-0.000001-0.1--001.8,25165752,1
out-0.000001-0.1--001.9,32,0
out-0.000001-0.1--001.9,25165752,1
out-0.000001-0.1--002.0,32,0
out-0.000001-0.1--002.0,25165752,1
out-0.000001-0.1--002.1,32,0
out-0.000001-0.1--002.1,25165752,1
out-0.000001-0.1--002.2,32,0
out-0.000001-0.1--002.2,25165752,1
out-0.000001-0.1--002.3,32,0
out-0.000001-0.1--002.3,25165752,1
out-0.000001-0.1--002.4,32,0
out-0.000001-0.1--002.4,25165752,1
out-0.000001-0.1--002.5,32,0
out-0.000001-0.1--002.5,25165752,1
out-0.000001-0.1--002.6,29,0
out-0.000001-0.1--002.6,25165755,1
out-0.000001-0.1--002.7,29,0
out-0.000001-0.1--002.7,25165755,1
out-0.000001-0.1--002.8,29,0
out-0.000001-0.1--002.8,25165755,1
out-0.000001-0.1--002.9,29,0
out-0.000001-0.1--002.9,25165755,1
out-0.000001-0.1--003.0,29,0
out-0.000001-0.1--003.0,25165755,1
out-0.000001-0.1--003.1,29,0
out-0.000001-0.1--003.1,25165755,1
out-0.000001-0.1--003.2,29,0
out-0.000001-0.1--003.2,25165755,1
out-0.000001-0.1--003.3,29,0
out-0.000001-0.1--003.3,25165755,1
out-0.000001-0.1--003.4,29,0
out-0.000001-0.1--003.4,25165755,1
out-0.000001-0.1--003.5,29,0
out-0.000001-0.1--003.5,25165755,1
out-0.000001-0.1--003.6,29,0
out-0.000001-0.1--003.6,25165755,1
out-0.000001-0.1--003.7,29,0
out-0.000001-0.1--003.7,25165755,1
out-0.000001-0.1--003.8,29,0
out-0.000001-0.1--003.8,25165755,1
out-0.000001-0.1--003.9,29,0
out-0.000001-0.1--003.9,25165755,1
out-0.000001-0.1--004.0,29,0
out-0.000001-0.1--004.0,25165755,1
out-0.000001-0.1--004.1,29,0
out-0.000001-0.1--004.1,25165755,1
out-0.000001-0.1--004.2,29,0
out-0.000001-0.1--004.2,25165755,1
out-0.000001-0.1--004.3,29,0
out-0.000001-0.1--004.3,25165755,1
out-0.000001-0.1--004.4,29,0
out-0.000001-0.1--004.4,25165755,1
out-0.000001-0.1--004.5,29,0
out-0.000001-0.1--004.5,25165755,1
out-0.000001-0.1--004.6,29,0
out-0.000001-0.1--004.6,25165755,1
out-0.000001-0.1--004.7,29,0
out-0.000001-0.1--004.7,25165755,1
out-0.000001-0.1--004.8,29,0
out-0.000001-0.1--004.8,25165755,1
out-0.000001-0.1--004.9,29,0
out-0.000001-0.1--004.9,25165755,1
out-0.000001-0.1--005.0,29,0
out-0.000001-0.1--005.0,25165755,1
out-0.000001-0.1--005.1,29,0
out-0.000001-0.1--005.1,25165755,1
out-0.000001-0.1--005.2,30,0
out-0.000001-0.1--005.2,25165754,1
out-0.000001-0.1--005.3,30,0
out-0.000001-0.1--005.3,25165754,1
out-0.000001-0.1--005.4,30,0
out-0.000001-0.1--005.4,25165754,1
out-0.000001-0.1--005.5,30,0
out-0.000001-0.1--005.5,25165754,1
out-0.000001-0.1--005.6,31,0
out-0.000001-0.1--005.6,25165753,1
out-0.000001-0.1--005.7,28,0
out-0.000001-0.1--005.7,25165756,1
out-0.000001-0.1--005.8,28,0
out-0.000001-0.1--005.8,25165756,1
out-0.000001-0.1--005.9,28,0
out-0.000001-0.1--005.9,25165756,1
out-0.000001-0.1--006.0,28,0
out-0.000001-0.1--006.0,25165756,1
out-0.000001-0.1--006.1,28,0
out-0.000001-0.1--006.1,25165756,1
out-0.000001-0.1--006.2,30,0
out-0.000001-0.1--006.2,25165754,1
out-0.000001-0.1--006.3,30,0
out-0.000001-0.1--006.3,25165754,1
out-0.000001-0.1--006.4,30,0
out-0.000001-0.1--006.4,25165754,1
out-0.000001-0.1--006.5,30,0
out-0.000001-0.1--006.5,25165754,1
out-0.000001-0.1--006.6,30,0
out-0.000001-0.1--006.6,25165754,1
out-0.000001-0.1--006.7,30,0
out-0.000001-0.1--006.7,25165754,1
out-0.000001-0.1--006.8,30,0
out-0.000001-0.1--006.8,25165754,1
out-0.000001-0.1--006.9,30,0
out-0.000001-0.1--006.9,25165754,1
out-0.000001-0.1--007.0,30,0
out-0.000001-0.1--007.0,25165754,1
out-0.000001-0.1--007.1,30,0
out-0.000001-0.1--007.1,25165754,1
out-0.000001-0.1--007.2,30,0
out-0.000001-0.1--007.2,25165754,1
out-0.000001-0.1--007.3,30,0
out-0.000001-0.1--007.3,25165754,1
out-0.000001-0.1--007.4,30,0
out-0.000001-0.1--007.4,25165754,1
out-0.000001-0.1--007.5,30,0
out-0.000001-0.1--007.5,25165754,1
out-0.000001-0.1--007.6,30,0
out-0.000001-0.1--007.6,25165754,1
out-0.000001-0.1--007.7,30,0
out-0.000001-0.1--007.7,25165754,1
out-0.000001-0.1--007.8,30,0
out-0.000001-0.1--007.8,25165754,1
out-0.000001-0.1--007.9,30,0
out-0.000001-0.1--007.9,25165754,1
out-0.000001-0.1--008.0,30,0
out-0.000001-0.1--008.0,25165754,1
out-0.000001-0.1--008.1,30,0
out-0.000001-0.1--008.1,25165754,1
out-0.000001-0.1--008.2,30,0
out-0.000001-0.1--008.2,25165754,1
out-0.000001-0.1--008.3,30,0
out-0.000001-0.1--008.3,25165754,1
out-0.000001-0.1--008.4,30,0
out-0.000001-0.1--008.4,25165754,1
out-0.000001-0.1--008.5,30,0
out-0.000001-0.1--008.5,25165754,1
out-0.000001-0.1--008.6,30,0
out-0.000001-0.1--008.6,25165754,1
out-0.000001-0.1--008.7,30,0
out-0.000001-0.1--008.7,25165754,1
out-0.000001-0.1--008.8,30,0
out-0.000001-0.1--008.8,25165754,1
out-0.000001-0.1--008.9,30,0
out-0.000001-0.1--008.9,25165754,1
out-0.000001-0.1--009.0,30,0
out-0.000001-0.1--009.0,25165754,1
out-0.000001-0.1--009.1,30,0
out-0.000001-0.1--009.1,25165754,1
out-0.000001-0.1--009.2,30,0
out-0.000001-0.1--009.2,25165754,1
out-0.000001-0.1--009.3,30,0
out-0.000001-0.1--009.3,25165754,1
out-0.000001-0.1--009.4,30,0
out-0.000001-0.1--009.4,25165754,1
out-0.000001-0.1--009.5,30,0
out-0.000001-0.1--009.5,25165754,1
out-0.000001-0.1--009.6,30,0
out-0.000001-0.1--009.6,25165754,1
out-0.000001-0.1--009.7,30,0
out-0.000001-0.1--009.7,25165754,1
out-0.000001-0.1--009.8,30,0
out-0.000001-0.1--009.8,25165754,1
out-0.000001-0.1--009.9,30,0
out-0.000001-0.1--009.9,25165754,1
out-0.000001-0.1--010.0,30,0
out-0.000001-0.1--010.0,25165754,1
out-0.000001-0.1--010.1,30,0
out-0.000001-0.1--010.1,25165754,1
out-0.000001-0.1--010.2,27,0
out-0.000001-0.1--010.2,25165757,1
out-0.000001-0.1--010.3,27,0
out-0.000001-0.1--010.3,25165757,1
out-0.000001-0.1--010.4,27,0
out-0.000001-0.1--010.4,25165757,1
out-0.000001-0.1--010.5,27,0
out-0.000001-0.1--010.5,25165757,1
out-0.000001-0.1--010.6,27,0
out-0.000001-0.1--010.6,25165757,1
out-0.000001-0.1--010.7,27,0
out-0.000001-0.1--010.7,25165757,1
out-0.000001-0.1--010.8,27,0
out-0.000001-0.1--010.8,25165757,1
out-0.000001-0.1--010.9,27,0
out-0.000001-0.1--010.9,25165757,1
out-0.000001-0.1--011.0,27,0
out-0.000001-0.1--011.0,25165757,1
out-0.000001-0.1--011.1,27,0
out-0.000001-0.1--011.1,25165757,1
out-0.000001-0.1--011.2,27,0
out-0.000001-0.1--011.2,25165757,1
out-0.000001-0.1--011.3,27,0
out-0.000001-0.1--011.3,25165757,1
out-0.000001-0.1--011.4,27,0
out-0.000001-0.1--011.4,25165757,1
out-0.000001-0.1--011.5,27,0
out-0.000001-0.1--011.5,25165757,1
out-0.000001-0.1--011.6,27,0
out-0.000001-0.1--011.6,25165757,1
out-0.000001-0.1--011.7,27,0
out-0.000001-0.1--011.7,25165757,1
out-0.000001-0.1--011.8,27,0
out-0.000001-0.1--011.8,25165757,1
out-0.000001-0.1--011.9,27,0
out-0.000001-0.1--011.9,25165757,1
out-0.000001-0.1--012.0,27,0
out-0.000001-0.1--012.0,25165757,1
out-0.000001-0.1--012.1,27,0
out-0.000001-0.1--012.1,25165757,1
out-0.000001-0.1--012.2,27,0
out-0.000001-0.1--012.2,25165757,1
out-0.000001-0.1--012.3,27,0
out-0.000001-0.1--012.3,25165757,1
out-0.000001-0.1--012.4,27,0
out-0.000001-0.1--012.4,25165757,1
out-0.000001-0.1--012.5,27,0
out-0.000001-0.1--012.5,25165757,1
out-0.000001-0.1--012.6,27,0
out-0.000001-0.1--012.6,25165757,1
out-0.000001-0.1--012.7,27,0
out-0.000001-0.1--012.7,25165757,1
out-0.000001-0.1--012.8,27,0
out-0.000001-0.1--012.8,25165757,1
out-0.000001-0.1--012.9,27,0
out-0.000001-0.1--012.9,25165757,1
out-0.000001-0.1--013.0,27,0
out-0.000001-0.1--013.0,25165757,1
out-0.000001-0.1--013.1,27,0
out-0.000001-0.1--013.1,25165757,1
out-0.000001-0.1--013.2,27,0
out-0.000001-0.1--013.2,25165757,1
out-0.000001-0.1--013.3,27,0
out-0.000001-0.1--013.3,25165757,1
out-0.000001-0.1--013.4,27,0
out-0.000001-0.1--013.4,25165757,1
out-0.000001-0.1--013.5,27,0
out-0.000001-0.1--013.5,25165757,1
out-0.000001-0.1--013.6,27,0
out-0.000001-0.1--013.6,25165757,1
out-0.000001-0.1--013.7,25,0
out-0.000001-0.1--013.7,25165759,1
out-0.000001-0.1--013.8,25,0
out-0.000001-0.1--013.8,25165759,1
out-0.000001-0.1--013.9,25,0
out-0.000001-0.1--013.9,25165759,1
out-0.000001-0.1--014.0,25,0
out-0.000001-0.1--014.0,25165759,1
out-0.000001-0.1--014.1,25,0
out-0.000001-0.1--014.1,25165759,1
out-0.000001-0.1--014.2,25,0
out-0.000001-0.1--014.2,25165759,1
out-0.000001-0.1--014.3,23,0
out-0.000001-0.1--014.3,25165761,1
out-0.000001-0.1--014.4,23,0
out-0.000001-0.1--014.4,25165761,1
out-0.000001-0.1--014.5,23,0
out-0.000001-0.1--014.5,25165761,1
out-0.000001-0.1--014.6,23,0
out-0.000001-0.1--014.6,25165761,1
out-0.000001-0.1--014.7,23,0
out-0.000001-0.1--014.7,25165761,1
out-0.000001-0.1--014.8,23,0
out-0.000001-0.1--014.8,25165761,1
out-0.000001-0.1--014.9,23,0
out-0.000001-0.1--014.9,25165761,1
out-0.000001-0.1--015.0,23,0
out-0.000001-0.1--015.0,25165761,1
out-0.000001-0.1--015.1,23,0
out-0.000001-0.1--015.1,25165761,1
out-0.000001-0.1--015.2,23,0
out-0.000001-0.1--015.2,25165761,1
out-0.000001-0.1--015.3,23,0
out-0.000001-0.1--015.3,25165761,1
out-0.000001-0.1--015.4,23,0
out-0.000001-0.1--015.4,25165761,1
out-0.000001-0.1--015.5,23,0
out-0.000001-0.1--015.5,25165761,1
out-0.000001-0.1--015.6,23,0
out-0.000001-0.1--015.6,25165761,1
out-0.000001-0.1--015.7,23,0
out-0.000001-0.1--015.7,25165761,1
out-0.000001-0.1--015.8,23,0
out-0.000001-0.1--015.8,25165761,1
out-0.000001-0.1--015.9,23,0
out-0.000001-0.1--015.9,25165761,1
out-0.000001-0.1--016.0,23,0
out-0.000001-0.1--016.0,25165761,1
out-0.000001-0.1--016.1,23,0
out-0.000001-0.1--016.1,25165761,1
out-0.000001-0.1--016.2,23,0
out-0.000001-0.1--016.2,25165761,1
out-0.000001-0.1--016.3,23,0
out-0.000001-0.1--016.3,25165761,1
out-0.000001-0.1--016.4,23,0
out-0.000001-0.1--016.4,25165761,1
out-0.000001-0.1--016.5,23,0
out-0.000001-0.1--016.5,25165761,1
out-0.000001-0.1--016.6,23,0
out-0.000001-0.1--016.6,25165761,1
out-0.000001-0.1--016.7,23,0
out-0.000001-0.1--016.7,25165761,1
out-0.000001-0.1--016.8,23,0
out-0.000001-0.1--016.8,25165761,1
out-0.000001-0.1--016.9,23,0
out-0.000001-0.1--016.9,25165761,1
out-0.000001-0.1--017.0,23,0
out-0.000001-0.1--017.0,25165761,1
out-0.000001-0.1--017.1,23,0
out-0.000001-0.1--017.1,25165761,1
out-0.000001-0.1--017.2,23,0
out-0.000001-0.1--017.2,25165761,1
out-0.000001-0.1--017.3,23,0
out-0.000001-0.1--017.3,25165761,1
out-0.000001-0.1--017.4,23,0
out-0.000001-0.1--017.4,25165761,1
out-0.000001-0.1--017.5,23,0
out-0.000001-0.1--017.5,25165761,1
out-0.000001-0.1--017.6,23,0
out-0.000001-0.1--017.6,25165761,1
out-0.000001-0.1--017.7,23,0
out-0.000001-0.1--017.7,25165761,1
out-0.000001-0.1--017.8,23,0
out-0.000001-0.1--017.8,25165761,1
out-0.000001-0.1--017.9,23,0
out-0.000001-0.1--017.9,25165761,1
out-0.000001-0.1--018.0,23,0
out-0.000001-0.1--018.0,25165761,1
out-0.000001-0.1--018.1,23,0
out-0.000001-0.1--018.1,25165761,1
out-0.000001-0.1--018.2,23,0
out-0.000001-0.1--018.2,25165761,1
out-0.000001-0.1--018.3,23,0
out-0.000001-0.1--018.3,25165761,1
out-0.000001-0.1--018.4,23,0
out-0.000001-0.1--018.4,25165761,1
out-0.000001-0.1--018.5,23,0
out-0.000001-0.1--018.5,25165761,1
out-0.000001-0.1--018.6,23,0
out-0.000001-0.1--018.6,25165761,1
out-0.000001-0.1--018.7,23,0
out-0.000001-0.1--018.7,25165761,1
out-0.000001-0.1--018.8,23,0
out-0.000001-0.1--018.8,25165761,1
out-0.000001-0.1--018.9,23,0
out-0.000001-0.1--018.9,25165761,1
out-0.000001-0.1--019.0,23,0
out-0.000001-0.1--019.0,25165761,1
out-0.000001-0.1--019.1,23,0
out-0.000001-0.1--019.1,25165761,1
out-0.000001-0.1--019.2,23,0
out-0.000001-0.1--019.2,25165761,1
out-0.000001-0.1--019.3,23,0
out-0.000001-0.1--019.3,25165761,1
out-0.000001-0.1--019.4,23,0
out-0.000001-0.1--019.4,25165761,1
out-0.000001-0.1--019.5,23,0
out-0.000001-0.1--019.5,25165761,1
out-0.000001-0.1--019.6,23,0
out-0.000001-0.1--019.6,25165761,1
out-0.000001-0.1--019.7,23,0
out-0.000001-0.1--019.7,25165761,1
out-0.000001-0.1--019.8,23,0
out-0.000001-0.1--019.8,25165761,1
out-0.000001-0.1--019.9,23,0
out-0.000001-0.1--019.9,25165761,1
out-0.000001-0.1--020.0,23,0
out-0.000001-0.1--020.0,25165761,1
out-0.000001-0.1--020.1,23,0
out-0.000001-0.1--020.1,25165761,1
out-0.000001-0.1--020.2,23,0
out-0.000001-0.1--020.2,25165761,1
out-0.000001-0.1--020.3,23,0
out-0.000001-0.1--020.3,25165761,1
out-0.000001-0.1--020.4,23,0
out-0.000001-0.1--020.4,25165761,1
out-0.000001-0.1--020.5,23,0
out-0.000001-0.1--020.5,25165761,1
out-0.000001-0.1--020.6,23,0
out-0.000001-0.1--020.6,25165761,1
out-0.000001-0.1--020.7,23,0
out-0.000001-0.1--020.7,25165761,1
